date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:08:34	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jul%202024%2023:04:21%20GMT	https://drivco-wp.b-cdn.net/wp-content/plugins/yith-woocommerce-wishlist/assets/css/style.css?ver=3.29.0	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.b-cdn.net/wp-content/plugins/yith-woocommerce-wishlist/assets/css/style0d09.css	(from https://www.drivco-wp.egenslab.com/)
13:08:34	29471/29471	---MCZ	200	added ('OK')	text/css	etag:W/%2265a7a6cb-731f%22	https://drivco-wp.egenslab.com/wp-content/plugins/yith-woocommerce-wishlist/assets/css/style.css?ver=3.29.0	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.egenslab.com/wp-content/plugins/yith-woocommerce-wishlist/assets/css/style0d09.css	(from https://www.drivco-wp.egenslab.com/)
13:08:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jul%202024%2023:04:21%20GMT	https://drivco-wp.b-cdn.net/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.8.7	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.b-cdn.net/wp-content/plugins/contact-form-7/includes/css/styles38d6.css	(from https://www.drivco-wp.egenslab.com/)
13:08:36	2357/2357	---MCZ	200	added ('OK')	text/css	etag:W/%2265c4974e-b4e%22	https://drivco-wp.egenslab.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.8.7	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.egenslab.com/wp-content/plugins/contact-form-7/includes/css/styles38d6.css	(from https://www.drivco-wp.egenslab.com/)
13:08:37	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jul%202024%2023:04:23%20GMT	https://drivco-wp.b-cdn.net/wp-content/plugins/drivco-core//inc/theme-options/images/breadcrumb/breadcrumb-bg.jpg	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.b-cdn.net/wp-content/plugins/drivco-core/inc/theme-options/images/breadcrumb/breadcrumb-bg.jpg	(from https://www.drivco-wp.egenslab.com/)
13:08:38	64145/64145	---M--	200	added ('OK')	image/jpeg	etag:%2265c4e515-fa91%22	https://drivco-wp.egenslab.com/wp-content/plugins/drivco-core//inc/theme-options/images/breadcrumb/breadcrumb-bg.jpg	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.egenslab.com/wp-content/plugins/drivco-core/inc/theme-options/images/breadcrumb/breadcrumb-bg.jpg	(from https://www.drivco-wp.egenslab.com/)
13:08:38	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jul%202024%2023:04:25%20GMT	https://drivco-wp.b-cdn.net/wp-content/plugins/drivco-core//inc/theme-options/images/footer/footer-bg.png	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.b-cdn.net/wp-content/plugins/drivco-core/inc/theme-options/images/footer/footer-bg.png	(from https://www.drivco-wp.egenslab.com/)
13:08:38	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jul%202024%2023:04:26%20GMT	https://drivco-wp.b-cdn.net/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=8.6.0	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.b-cdn.net/wp-content/plugins/woocommerce/assets/css/woocommerce-layoutdb31.css	(from https://www.drivco-wp.egenslab.com/)
13:08:39	217847/217847	---M--	200	added ('OK')	image/png	etag:%2265c4e518-352f7%22	https://drivco-wp.egenslab.com/wp-content/plugins/drivco-core//inc/theme-options/images/footer/footer-bg.png	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.egenslab.com/wp-content/plugins/drivco-core/inc/theme-options/images/footer/footer-bg.png	(from https://www.drivco-wp.egenslab.com/)
13:08:40	17688/17688	---MCZ	200	added ('OK')	text/css	etag:W/%2265d35286-4518%22	https://drivco-wp.egenslab.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=8.6.0	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.egenslab.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layoutdb31.css	(from https://www.drivco-wp.egenslab.com/)
13:08:42	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jul%202024%2023:04:27%20GMT	https://drivco-wp.b-cdn.net/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=8.6.0	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.b-cdn.net/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.11db31.delayed	(from https://www.drivco-wp.egenslab.com/)
13:08:42	7043/7043	---MCZ	200	added ('OK')	text/css	etag:W/%2265d35286-1b83%22	https://drivco-wp.egenslab.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=8.6.0	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.egenslab.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreendb31.css	(from https://www.drivco-wp.egenslab.com/)
13:08:42	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jul%202024%2023:04:29%20GMT	https://drivco-wp.b-cdn.net/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.0	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.b-cdn.net/wp-content/plugins/woocommerce/assets/css/woocommercedb31.css	(from https://www.drivco-wp.egenslab.com/)
13:08:43	75117/75117	---MCZ	200	added ('OK')	text/css	etag:W/%2265d35286-12575%22	https://drivco-wp.egenslab.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.0	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.egenslab.com/wp-content/plugins/woocommerce/assets/css/woocommercedb31.css	(from https://www.drivco-wp.egenslab.com/)
13:08:43	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jul%202024%2023:04:30%20GMT	https://drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/bootstrap-icons.css?ver=1707402691	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/bootstrap-iconsdbed.css	(from https://www.drivco-wp.egenslab.com/)
13:08:54	70346/70346	---MCZ	200	added ('OK')	text/css	etag:W/%2265c4e5c3-112ce%22	https://drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/bootstrap-icons.css?ver=1707402691	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/bootstrap-iconsdbed.css	(from https://www.drivco-wp.egenslab.com/)
13:08:55	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jul%202024%2023:04:31%20GMT	https://drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/all.min.css?ver=1707402690	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/all.min4095.css	(from https://www.drivco-wp.egenslab.com/)
13:08:57	59309/59309	---MCZ	200	added ('OK')	text/css	etag:W/%2265c4e5c2-e7ad%22	https://drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/all.min.css?ver=1707402690	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/all.min4095.css	(from https://www.drivco-wp.egenslab.com/)
13:08:59	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jul%202024%2023:04:43%20GMT	https://drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/fontawesome.min.css?ver=1707402693	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/fontawesome.min850b.css	(from https://www.drivco-wp.egenslab.com/)
13:09:00	57877/57877	---MCZ	200	added ('OK')	text/css	etag:W/%2265c4e5c5-e215%22	https://drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/fontawesome.min.css?ver=1707402693	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/fontawesome.min850b.css	(from https://www.drivco-wp.egenslab.com/)
13:09:01	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jul%202024%2023:04:47%20GMT	https://drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/datatable.css?ver=1707402693	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/datatable850b.css	(from https://www.drivco-wp.egenslab.com/)
13:09:04	11888/11888	---MCZ	200	added ('OK')	text/css	etag:W/%2265c4e5c5-3022%22	https://drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/datatable.css?ver=1707402693	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/datatable850b.css	(from https://www.drivco-wp.egenslab.com/)
13:09:06	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jul%202024%2023:04:49%20GMT	https://drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/jquery.fancybox.min.css?ver=1707402694	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/jquery.fancybox.min3e75.css	(from https://www.drivco-wp.egenslab.com/)
13:09:08	12795/12795	---MCZ	200	added ('OK')	text/css	etag:W/%2265c4e5c6-31fb%22	https://drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/jquery.fancybox.min.css?ver=1707402694	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/jquery.fancybox.min3e75.css	(from https://www.drivco-wp.egenslab.com/)
13:09:09	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jul%202024%2023:04:53%20GMT	https://drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/swiper-bundle.min.css?ver=1707402700	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/swiper-bundle.min4f31.css	(from https://www.drivco-wp.egenslab.com/)
13:09:12	15574/15574	---MCZ	200	added ('OK')	text/css	etag:W/%2265c4e5cc-3cd6%22	https://drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/swiper-bundle.min.css?ver=1707402700	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/swiper-bundle.min4f31.css	(from https://www.drivco-wp.egenslab.com/)
13:09:19	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jul%202024%2023:04:57%20GMT	https://drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/slick.css?ver=1707402696	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/slick2586.css	(from https://www.drivco-wp.egenslab.com/)
13:09:23	1257/1257	---MCZ	200	added ('OK')	text/css	etag:W/%2265c4e5c8-4e9%22	https://drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/slick.css?ver=1707402696	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/slick2586.css	(from https://www.drivco-wp.egenslab.com/)
13:09:27	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jul%202024%2023:05:08%20GMT	https://drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/slick-theme.css?ver=1707402696	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/slick-theme2586.css	(from https://www.drivco-wp.egenslab.com/)
13:09:30	2235/2235	---MCZ	200	added ('OK')	text/css	etag:W/%2265c4e5c8-8c7%22	https://drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/slick-theme.css?ver=1707402696	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/slick-theme2586.css	(from https://www.drivco-wp.egenslab.com/)
13:09:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jul%202024%2023:05:14%20GMT	https://drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/magnific-popup.css?ver=1707402694	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/magnific-popup3e75.css	(from https://www.drivco-wp.egenslab.com/)
13:09:32	5076/5076	---MCZ	200	added ('OK')	text/css	etag:W/%2265c4e5c6-13d4%22	https://drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/magnific-popup.css?ver=1707402694	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/magnific-popup3e75.css	(from https://www.drivco-wp.egenslab.com/)
13:09:33	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jul%202024%2023:05:18%20GMT	https://drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/boxicons.min.css?ver=1707402692	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/boxicons.min750f.css	(from https://www.drivco-wp.egenslab.com/)
13:09:35	63781/63781	---MCZ	200	added ('OK')	text/css	etag:W/%2265c4e5c4-f925%22	https://drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/boxicons.min.css?ver=1707402692	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/boxicons.min750f.css	(from https://www.drivco-wp.egenslab.com/)
13:09:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jul%202024%2023:05:21%20GMT	https://drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/nice-select.css?ver=1707402694	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/nice-select3e75.css	(from https://www.drivco-wp.egenslab.com/)
13:09:41	3018/3018	---MCZ	200	added ('OK')	text/css	etag:W/%2265c4e5c6-bd0%22	https://drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/nice-select.css?ver=1707402694	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/nice-select3e75.css	(from https://www.drivco-wp.egenslab.com/)
13:09:44	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jul%202024%2023:05:26%20GMT	https://drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/rangeSlider.min.css?ver=1707402695	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/rangeSlider.min53b7.css	(from https://www.drivco-wp.egenslab.com/)
13:09:46	11084/11084	---MCZ	200	added ('OK')	text/css	etag:W/%2265c4e5c7-2b4c%22	https://drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/rangeSlider.min.css?ver=1707402695	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/rangeSlider.min53b7.css	(from https://www.drivco-wp.egenslab.com/)
13:09:50	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jul%202024%2023:05:32%20GMT	https://drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/jquery-ui.css?ver=1707402693	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/jquery-ui850b.css	(from https://www.drivco-wp.egenslab.com/)
13:09:59	30695/30695	---MCZ	200	added ('OK')	text/css	etag:W/%2265c4e5c5-77e7%22	https://drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/jquery-ui.css?ver=1707402693	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/jquery-ui850b.css	(from https://www.drivco-wp.egenslab.com/)
13:10:05	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jul%202024%2023:05:39%20GMT	https://drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/bootstrap.min.css?ver=1707402691	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/bootstrap.mindbed.css	(from https://www.drivco-wp.egenslab.com/)
13:10:12	154880/154880	---MCZ	200	added ('OK')	text/css	etag:W/%2265c4e5c3-25d00%22	https://drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/bootstrap.min.css?ver=1707402691	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/bootstrap.mindbed.css	(from https://www.drivco-wp.egenslab.com/)
13:10:15	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jul%202024%2023:06:02%20GMT	https://drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/blog-and-pages.css?ver=1707402690	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/blog-and-pages.314095.delayed	(from https://www.drivco-wp.egenslab.com/)
13:10:31	23660/23660	---MCZ	200	added ('OK')	text/css	etag:W/%2265c4e5c2-7e16%22	https://drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/blog-and-pages.css?ver=1707402690	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/blog-and-pages4095.css	(from https://www.drivco-wp.egenslab.com/)
13:10:33	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jul%202024%2023:06:15%20GMT	https://drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/woocommerce-custom.css?ver=1707402701	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/woocommerce-customd4e5.css	(from https://www.drivco-wp.egenslab.com/)
13:10:36	51121/51121	---MCZ	200	added ('OK')	text/css	etag:W/%2265c4e5cd-10181%22	https://drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/woocommerce-custom.css?ver=1707402701	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/woocommerce-customd4e5.css	(from https://www.drivco-wp.egenslab.com/)
13:10:37	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jul%202024%2023:06:21%20GMT	https://drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/style.css?ver=1707402698	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.b-cdn.net/wp-content/themes/drivco/assets/css/style5179.css	(from https://www.drivco-wp.egenslab.com/)
13:10:42	592864/592864	---MCZ	200	added ('OK')	text/css	etag:W/%2265c4e5ca-ab623%22	https://drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/style.css?ver=1707402698	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.egenslab.com/wp-content/themes/drivco/assets/css/style5179.css	(from https://www.drivco-wp.egenslab.com/)
13:10:44	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jul%202024%2023:06:25%20GMT	https://drivco-wp.b-cdn.net/wp-content/themes/drivco/style.css?ver=17	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.b-cdn.net/wp-content/themes/drivco/styleec91.css	(from https://www.drivco-wp.egenslab.com/)
13:10:45	0/0	---MCZ	200	added ('OK')	text/css	etag:W/%2265c4e5b4-5e9%22	https://drivco-wp.egenslab.com/wp-content/themes/drivco/style.css?ver=17	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.egenslab.com/wp-content/themes/drivco/styleec91.css	(from https://www.drivco-wp.egenslab.com/)
13:10:50	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jul%202024%2023:06:32%20GMT	https://drivco-wp.b-cdn.net/wp-includes/css/dashicons.min.css?ver=6.6.1	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.b-cdn.net/wp-includes/css/dashicons.minb6a4.css	(from https://www.drivco-wp.egenslab.com/)
13:10:54	59016/59016	---MCZ	200	added ('OK')	text/css	etag:W/%2264a55d65-e688%22	https://drivco-wp.egenslab.com/wp-includes/css/dashicons.min.css?ver=6.6.1	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/kinging%20logistics%20and%20automobile%20limited/drivco-wp.egenslab.com/wp-includes/css/dashicons.minb6a4.css	(from https://www.drivco-wp.egenslab.com/)
